instance,literature,greedy,rand_0.1,rand_0.2,rand_0.3,react_0.5,react_1.0,react_2.0
scenario_n40_l40_d0.20_instance01,2590.0,0.7223428571428572,30.468064285714288,31.84090714285714,32.883500000000005,306.1790142857143,305.66470714285714,301.61525714285716
scenario_n40_l40_d0.50_instance01,1600.0,0.6720571428571428,35.36311428571429,37.30296428571428,40.24987142857143,361.7752642857143,353.8369285714286,347.6383285714286
scenario_n40_l40_d0.80_instance01,70.0,0.7684071428571428,42.671278571428566,45.807607142857144,48.225492857142854,432.94609285714284,427.6404642857143,418.92058571428566
Média,1420.0,0.7209357142857143,36.16748571428571,38.31715952380952,40.45295476190476,366.96679047619045,362.3807,356.0580571428571
