instance,literature,greedy,rand_0.3,rand_0.5,rand_0.8,react_0.5,react_1.0,react_2.0
scenario_n20_l20_d0.20_instance01,910.0,0.27197857142857146,8.81712142857143,9.023171428571429,9.227671428571428,86.80042142857143,87.23378571428573,87.78889285714286
scenario_n20_l20_d0.50_instance01,790.0,0.25105000000000005,9.714407142857143,10.001728571428572,10.246492857142856,94.60773571428571,95.48294285714285,94.92322142857142
scenario_n20_l20_d0.80_instance01,1670.0,0.28530714285714287,11.292178571428574,11.668264285714287,12.333657142857144,112.31607857142856,110.87259285714286,110.17753571428571
Média,1123.3333333333333,0.2694452380952381,9.941235714285716,10.231054761904764,10.602607142857144,97.90807857142856,97.86310714285715,97.62988333333332
