instance,literature,greedy,rand_0.1,rand_0.2,rand_0.3,react_0.5,react_1.0,react_2.0
scenario_n30_l30_d0.20_instance01,2150.0,0.4810785714285714,18.349585714285713,18.597685714285713,19.267457142857143,179.63959285714287,180.08102857142856,177.01626428571427
scenario_n30_l30_d0.50_instance01,7220.0,0.48792142857142856,20.905957142857144,22.309128571428573,23.244192857142856,209.01865714285714,208.64962142857144,205.8652142857143
scenario_n30_l30_d0.80_instance01,30.0,0.5447714285714286,24.95642857142857,26.534699999999997,27.83482857142857,252.31202142857143,248.78263571428573,244.8228
Média,3133.3333333333335,0.5045904761904761,21.403990476190476,22.480504761904765,23.448826190476193,213.65675714285715,212.50442857142858,209.23475952380954
