# master_seed: 1783263541
instance,run_id,seed,greedy,rand_0.3,rand_0.5,rand_0.8,react_0.5,react_1.0,react_2.0,time_greedy,time_rand_0.3,time_rand_0.5,time_rand_0.8,time_react_0.5,time_react_1.0,time_react_2.0
scenario_n100_l125_d0.20_instance01,3,20873,16,17,24,32,16,17,16,4.6994,278.374200,323.045900,371.362700,3208.859400,3149.231000,3052.779300,0.100000,0.100000,0.100000
scenario_n100_l125_d0.50_instance01,3,20873,7,13,23,31,13,13,13,4.1523,353.813500,423.285700,464.672100,4035.332400,3893.263900,3767.293200,0.100000,0.100000,0.100000
scenario_n100_l125_d0.80_instance01,3,20873,4,13,23,32,13,12,12,4.7061,447.024600,514.877400,572.415900,5013.594300,4962.662300,4795.073100,0.100000,0.100000,0.100000
scenario_n100_l25_d0.20_instance01,3,20873,5,4,5,8,4,4,4,1.4508,104.672600,103.306200,105.249100,1041.520900,1052.473100,1056.591900,0.100000,0.100000,0.100000
scenario_n100_l25_d0.50_instance01,3,20873,3,3,5,8,3,3,3,2.5971,198.287600,198.854800,200.494600,1988.215500,1981.782600,1978.814300,0.100000,0.100000,0.100000
scenario_n100_l25_d0.80_instance01,3,20873,2,3,5,8,3,3,3,3.7966,292.115100,296.008200,297.003900,2960.565300,2952.669700,2952.965600,0.100000,0.100000,0.100000
scenario_n100_l50_d0.20_instance01,3,20873,6,6,10,15,6,6,6,1.6826,133.575600,142.083100,150.281400,1390.880600,1372.457000,1353.047400,0.100000,0.100000,0.100000
scenario_n100_l50_d0.50_instance01,3,20873,4,5,10,15,5,5,5,3.0482,223.351500,231.230100,242.965200,2307.282000,2301.433000,2272.950600,0.100000,0.100000,0.100000
scenario_n100_l50_d0.80_instance01,3,20873,2,5,9,15,5,5,5,3.8185,317.852300,320.675000,335.839900,3248.668800,3251.054300,3211.314900,0.100000,0.100000,0.100000
scenario_n20_l20_d0.20_instance01,3,20873,8,8,8,8,8,8,8,0.3621,11.639700,11.624100,11.955100,113.330400,121.470400,115.270600,0.200000,0.300000,0.100000
scenario_n20_l20_d0.50_instance01,3,20873,4,4,4,5,4,4,4,0.3466,12.664100,13.223700,13.533500,128.392600,128.742200,129.713200,0.100000,0.100000,0.100000
scenario_n20_l20_d0.80_instance01,3,20873,4,4,4,5,3,3,3,0.3879,14.542900,14.870800,14.907000,145.686900,145.774600,145.277200,0.100000,0.100000,0.100000
scenario_n30_l30_d0.20_instance01,3,20873,11,11,11,11,10,10,10,0.7683,26.562000,26.874000,27.687700,269.358600,269.844100,269.294200,0.200000,0.200000,0.200000
scenario_n30_l30_d0.50_instance01,3,20873,5,5,6,7,5,5,5,0.677,27.187400,28.479100,30.291300,278.636200,281.200200,278.933500,0.100000,0.100000,0.100000
scenario_n30_l30_d0.80_instance01,3,20873,2,3,6,8,3,3,3,0.6681,32.572000,34.526900,35.798400,338.291300,335.245300,332.860300,0.100000,0.100000,0.100000
scenario_n40_l40_d0.20_instance01,3,20873,12,11,12,12,11,11,11,1.1041,43.575000,45.101800,46.266800,455.281300,445.224600,448.615100,0.100000,0.100000,0.100000
scenario_n40_l40_d0.50_instance01,3,20873,5,6,7,11,5,5,5,0.8944,45.045000,47.381200,50.662000,472.108700,466.091900,460.365000,0.100000,0.100000,0.100000
scenario_n40_l40_d0.80_instance01,3,20873,5,4,8,10,4,4,4,1.1295,56.471000,58.960600,63.088500,588.527000,582.912100,577.665700,0.100000,0.100000,0.100000
scenario_n500_l125_d0.20_instance01,3,20873,14,NA,NA,NA,NA,NA,NA,27.4474,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l125_d0.50_instance01,3,20873,6,NA,NA,NA,NA,NA,NA,77.4794,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l125_d0.80_instance01,3,20873,3,NA,NA,NA,NA,NA,NA,140.98,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.20_instance01,3,20873,29,NA,NA,NA,NA,NA,NA,39.0184,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.50_instance01,3,20873,12,NA,NA,NA,NA,NA,NA,82.8003,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.80_instance01,3,20873,5,NA,NA,NA,NA,NA,NA,141.303,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.20_instance01,3,20873,30,NA,NA,NA,NA,NA,NA,48.8489,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.50_instance01,3,20873,13,NA,NA,NA,NA,NA,NA,87.3313,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.80_instance01,3,20873,7,NA,NA,NA,NA,NA,NA,153.316,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.20_instance01,3,20873,38,NA,NA,NA,NA,NA,NA,68.3676,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.50_instance01,3,20873,20,NA,NA,NA,NA,NA,NA,98.9236,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.80_instance01,3,20873,7,NA,NA,NA,NA,NA,NA,156.139,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.20_instance01,3,20873,40,NA,NA,NA,NA,NA,NA,82.3026,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.50_instance01,3,20873,20,NA,NA,NA,NA,NA,NA,106.632,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.80_instance01,3,20873,11,NA,NA,NA,NA,NA,NA,178.315,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n50_l12_d0.20_instance01,3,20873,4,4,4,4,4,4,4,0.5485,25.050300,24.785100,25.075000,244.149200,244.938000,243.642400,0.200000,0.100000,0.200000
scenario_n50_l12_d0.50_instance01,3,20873,2,2,3,4,2,2,2,0.8141,41.180600,40.838900,40.853300,406.511300,406.501100,406.202400,0.100000,0.100000,0.100000
scenario_n50_l12_d0.80_instance01,3,20873,2,2,3,4,2,2,2,1.1016,56.533400,55.670000,56.126200,560.233600,559.584100,559.218500,0.100000,0.100000,0.100000
scenario_n50_l25_d0.20_instance01,3,20873,6,6,6,8,6,6,6,0.7684,35.341800,35.865000,37.549700,359.366400,359.135100,356.682800,0.100000,0.100000,0.100000
scenario_n50_l25_d0.50_instance01,3,20873,4,4,5,7,4,4,4,0.9153,49.356100,50.758500,51.984900,504.040300,501.946500,500.413900,0.100000,0.100000,0.100000
scenario_n50_l25_d0.80_instance01,3,20873,3,3,5,8,3,3,3,1.1675,64.839300,65.935800,67.605900,654.601600,653.098800,650.096300,0.100000,0.100000,0.100000
scenario_n50_l50_d0.20_instance01,3,20873,10,10,11,14,9,10,10,1.3028,57.552900,61.957500,66.320000,609.480100,607.164700,600.919100,0.100000,0.100000,0.100000
scenario_n50_l50_d0.50_instance01,3,20873,5,5,10,13,5,5,5,1.3157,69.505300,75.389200,81.039800,742.331400,729.875400,723.389700,0.100000,0.100000,0.100000
scenario_n50_l50_d0.80_instance01,3,20873,5,5,10,13,5,5,5,1.5019,84.484400,90.186900,95.427800,886.939200,891.191100,862.501800,0.100000,0.100000,0.100000
scenario_n50_l62_d0.20_instance01,3,20873,13,14,14,17,13,13,13,1.5558,75.777200,80.284200,86.769500,795.323800,797.936300,810.272600,0.100000,0.100000,0.100000
scenario_n50_l62_d0.50_instance01,3,20873,5,7,11,16,6,6,6,1.5446,82.747600,92.798500,103.298600,908.460200,890.515700,865.898000,0.100000,0.100000,0.100000
scenario_n50_l62_d0.80_instance01,3,20873,6,7,12,16,7,7,7,1.6444,108.538300,111.034400,121.410500,1078.076200,1058.219600,1030.748400,0.100000,0.100000,0.100000
scenario_n1000_l1000_d0.20_instance01,4,3488,69,NA,NA,NA,NA,NA,NA,383.975,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1000_d0.50_instance01,4,3488,47,NA,NA,NA,NA,NA,NA,646.734,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1000_d0.80_instance01,4,3488,24,NA,NA,NA,NA,NA,NA,985.355,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.20_instance01,4,3488,73,NA,NA,NA,NA,NA,NA,444.352,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.50_instance01,4,3488,51,NA,NA,NA,NA,NA,NA,727.973,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.80_instance01,4,3488,24,NA,NA,NA,NA,NA,NA,1017.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.20_instance01,4,3488,41,NA,NA,NA,NA,NA,NA,220.334,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.50_instance01,4,3488,33,NA,NA,NA,NA,NA,NA,553.754,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.80_instance01,4,3488,14,NA,NA,NA,NA,NA,NA,964.289,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.20_instance01,4,3488,52,NA,NA,NA,NA,NA,NA,255.363,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.50_instance01,4,3488,41,NA,NA,NA,NA,NA,NA,582.494,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.80_instance01,4,3488,19,NA,NA,NA,NA,NA,NA,949.245,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.20_instance01,4,3488,58,NA,NA,NA,NA,NA,NA,310.165,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.50_instance01,4,3488,48,NA,NA,NA,NA,NA,NA,625.425,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.80_instance01,4,3488,21,NA,NA,NA,NA,NA,NA,942.462,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n100_l100_d0.20_instance01,4,3488,14,13,20,27,14,14,14,4.2005,225.892700,252.523300,285.617100,2534.135100,2495.321900,2467.739100,0.100000,0.100000,0.100000
scenario_n100_l100_d0.50_instance01,4,3488,6,10,19,27,10,10,10,3.5806,307.468700,340.001300,382.603200,3346.244400,3318.273700,3207.451000,0.100000,0.100000,0.100000
scenario_n100_l100_d0.80_instance01,4,3488,6,10,19,27,10,10,9,5.0251,396.347900,435.741200,474.137200,4319.588600,4271.424600,4139.065300,0.100000,0.100000,0.100000
scenario_n100_l125_d0.20_instance01,4,3488,14,16,25,33,16,15,16,4.505,274.848900,318.467300,361.518300,3130.623100,3088.014200,2960.208100,0.100000,0.100000,0.100000
scenario_n100_l125_d0.50_instance01,4,3488,9,13,23,32,13,13,13,4.7708,357.628500,409.874700,474.571900,4013.084900,4018.718700,3871.987500,0.100000,0.100000,0.100000
scenario_n100_l125_d0.80_instance01,4,3488,6,13,23,32,13,12,13,5.3771,450.822800,514.189900,586.453400,5021.241000,4931.811100,4777.405800,0.100000,0.100000,0.100000
scenario_n100_l25_d0.20_instance01,4,3488,4,4,5,8,4,4,4,1.4424,121.117600,103.964300,106.429200,1048.124000,1062.732600,1051.474100,0.100000,0.100000,0.100000
scenario_n100_l25_d0.50_instance01,4,3488,3,3,5,8,3,3,3,2.6096,194.265500,196.196600,196.868200,1965.298000,1958.748200,1956.598300,0.100000,0.100000,0.100000
scenario_n100_l25_d0.80_instance01,4,3488,2,3,5,8,3,3,3,3.681,298.417400,296.366800,301.013900,2981.905200,2969.246600,2963.392300,0.100000,0.100000,0.100000
scenario_n100_l50_d0.20_instance01,4,3488,6,6,11,15,6,6,6,1.8275,136.341500,145.058700,150.727200,1423.393400,1429.322200,1404.518000,0.100000,0.100000,0.100000
scenario_n100_l50_d0.50_instance01,4,3488,4,5,10,15,5,5,5,2.7741,225.738900,241.415000,237.491300,2306.284200,2327.515700,2291.888200,0.100000,0.100000,0.100000
scenario_n100_l50_d0.80_instance01,4,3488,3,5,10,15,5,5,5,4.0892,321.790100,326.177100,335.767800,3277.682900,3271.481000,3257.447100,0.100000,0.100000,0.100000
scenario_n20_l20_d0.20_instance01,4,3488,8,8,8,8,8,8,8,0.367,12.267700,12.508100,12.464400,119.595000,118.104500,118.594300,0.100000,0.100000,0.100000
scenario_n20_l20_d0.50_instance01,4,3488,4,4,4,5,4,4,4,0.3425,13.603900,13.354600,14.285400,129.570300,129.469200,144.812600,0.100000,0.100000,0.100000
scenario_n20_l20_d0.80_instance01,4,3488,3,3,4,5,3,3,3,0.3865,14.910300,15.561000,16.006900,153.060600,149.020800,149.353600,0.100000,0.100000,0.100000
scenario_n30_l30_d0.20_instance01,4,3488,12,11,11,12,11,11,11,0.7109,26.620400,27.024000,27.410100,266.614900,271.097600,263.562400,0.100000,0.100000,0.200000
scenario_n30_l30_d0.50_instance01,4,3488,4,4,6,8,4,4,4,0.5818,25.765500,27.194100,28.206100,265.581800,265.246900,261.747200,0.100000,0.100000,0.100000
scenario_n30_l30_d0.80_instance01,4,3488,4,4,5,8,4,4,4,0.8203,32.600000,33.739900,35.650300,334.475100,332.866600,328.829100,0.100000,0.100000,0.100000
scenario_n40_l40_d0.20_instance01,4,3488,9,9,10,11,9,9,9,0.9498,38.163100,40.344800,42.098400,389.492400,388.182500,385.202100,0.100000,0.100000,0.100000
scenario_n40_l40_d0.50_instance01,4,3488,6,6,8,10,5,6,6,0.9439,44.758300,46.039100,49.432200,469.703900,459.906300,453.108100,0.100000,0.100000,0.100000
scenario_n40_l40_d0.80_instance01,4,3488,3,4,7,10,4,4,4,1.0357,54.436700,57.050500,60.489700,567.760400,563.003500,548.846100,0.100000,0.100000,0.100000
scenario_n500_l125_d0.20_instance01,4,3488,15,NA,NA,NA,NA,NA,NA,27.9876,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l125_d0.50_instance01,4,3488,6,NA,NA,NA,NA,NA,NA,78.2614,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l125_d0.80_instance01,4,3488,4,NA,NA,NA,NA,NA,NA,142.651,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.20_instance01,4,3488,23,NA,NA,NA,NA,NA,NA,40.8142,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.50_instance01,4,3488,11,NA,NA,NA,NA,NA,NA,82.1629,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.80_instance01,4,3488,4,NA,NA,NA,NA,NA,NA,141.593,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.20_instance01,4,3488,32,NA,NA,NA,NA,NA,NA,50.6527,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.50_instance01,4,3488,15,NA,NA,NA,NA,NA,NA,89.061,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.80_instance01,4,3488,7,NA,NA,NA,NA,NA,NA,144.728,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.20_instance01,4,3488,42,NA,NA,NA,NA,NA,NA,71.1493,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.50_instance01,4,3488,18,NA,NA,NA,NA,NA,NA,98.3691,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.80_instance01,4,3488,7,NA,NA,NA,NA,NA,NA,148.125,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.20_instance01,4,3488,46,NA,NA,NA,NA,NA,NA,95.0699,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.50_instance01,4,3488,19,NA,NA,NA,NA,NA,NA,105.261,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.80_instance01,4,3488,10,NA,NA,NA,NA,NA,NA,155.868,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n50_l12_d0.20_instance01,4,3488,4,4,4,4,4,4,4,0.5553,25.191200,24.418700,24.385000,242.124700,242.165700,241.928400,0.200000,0.200000,0.200000
scenario_n50_l12_d0.50_instance01,4,3488,2,2,3,4,2,2,2,0.8778,41.631600,40.350200,41.209700,409.490700,409.374500,407.803100,0.100000,0.100000,0.100000
scenario_n50_l12_d0.80_instance01,4,3488,1,2,3,4,2,2,2,1.1661,56.817400,56.744600,56.385900,566.527800,564.448500,563.862200,0.100000,0.100000,0.100000
scenario_n50_l25_d0.20_instance01,4,3488,6,6,6,7,6,6,6,0.6952,34.288400,34.862700,35.784000,343.336600,342.219700,342.655500,0.100000,0.100000,0.100000
scenario_n50_l25_d0.50_instance01,4,3488,3,3,5,8,3,3,3,1.0152,51.014900,53.100800,53.114900,516.737400,514.746500,514.860000,0.100000,0.100000,0.100000
scenario_n50_l25_d0.80_instance01,4,3488,2,3,5,7,3,3,3,1.1822,75.188500,67.004600,68.476000,667.492100,663.315400,658.974700,0.100000,0.100000,0.100000
scenario_n50_l50_d0.20_instance01,4,3488,10,10,12,13,10,10,10,1.2118,58.108500,63.162600,67.242600,617.358400,616.487600,611.294400,0.100000,0.100000,0.100000
scenario_n50_l50_d0.50_instance01,4,3488,5,6,9,13,5,5,5,1.503,75.019000,79.703200,86.567000,773.599500,761.098900,745.822000,0.100000,0.100000,0.100000
scenario_n50_l50_d0.80_instance01,4,3488,4,5,9,13,5,5,5,1.5173,87.595100,95.535400,102.504400,938.352100,921.710800,909.953500,0.100000,0.100000,0.100000
scenario_n50_l62_d0.20_instance01,4,3488,13,14,16,17,13,13,13,1.5792,75.631200,80.050100,84.238000,798.888900,794.718100,792.435300,0.200000,0.100000,0.100000
scenario_n50_l62_d0.50_instance01,4,3488,6,7,12,16,7,7,7,1.4264,83.263900,89.865700,106.360600,889.682500,870.551800,848.303200,0.100000,0.100000,0.100000
scenario_n50_l62_d0.80_instance01,4,3488,4,7,11,16,7,6,6,1.5894,97.362600,108.292700,119.096200,1062.080800,1056.391600,1009.708200,0.100000,0.100000,0.100000
scenario_n1000_l1000_d0.20_instance01,5,18218,65,NA,NA,NA,NA,NA,NA,381.361,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1000_d0.50_instance01,5,18218,47,NA,NA,NA,NA,NA,NA,675.587,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1000_d0.80_instance01,5,18218,24,NA,NA,NA,NA,NA,NA,990.833,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.20_instance01,5,18218,76,NA,NA,NA,NA,NA,NA,456.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.50_instance01,5,18218,51,NA,NA,NA,NA,NA,NA,721.302,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.80_instance01,5,18218,29,NA,NA,NA,NA,NA,NA,1007.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.20_instance01,5,18218,39,NA,NA,NA,NA,NA,NA,233.491,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.50_instance01,5,18218,34,NA,NA,NA,NA,NA,NA,557.373,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.80_instance01,5,18218,13,NA,NA,NA,NA,NA,NA,966.737,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.20_instance01,5,18218,46,NA,NA,NA,NA,NA,NA,253.016,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.50_instance01,5,18218,42,NA,NA,NA,NA,NA,NA,586.763,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.80_instance01,5,18218,19,NA,NA,NA,NA,NA,NA,958.452,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.20_instance01,5,18218,57,NA,NA,NA,NA,NA,NA,304.014,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.50_instance01,5,18218,43,NA,NA,NA,NA,NA,NA,612.647,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.80_instance01,5,18218,21,NA,NA,NA,NA,NA,NA,948.922,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n100_l100_d0.20_instance01,5,18218,13,14,22,27,14,13,14,3.3696,224.932700,257.817400,290.661100,2551.726500,2514.246500,2467.269300,0.100000,0.100000,0.100000
scenario_n100_l100_d0.50_instance01,5,18218,7,10,19,26,10,10,10,3.7014,307.842900,349.594900,394.109100,3419.411800,3323.367800,3234.505500,0.100000,0.100000,0.100000
scenario_n100_l100_d0.80_instance01,5,18218,4,10,19,27,10,10,10,4.2722,392.313700,431.317300,468.246800,4296.462900,4224.945100,4116.119800,0.100000,0.100000,0.100000
scenario_n100_l125_d0.20_instance01,5,18218,15,16,23,32,17,15,16,4.8009,278.150700,315.032300,371.312300,3220.633400,3151.904400,3016.679600,0.100000,0.100000,0.100000
scenario_n100_l125_d0.50_instance01,5,18218,9,13,23,32,13,13,13,4.4666,344.109900,396.639600,450.041400,3881.160900,3840.487300,3733.360000,0.100000,0.100000,0.100000
scenario_n100_l125_d0.80_instance01,5,18218,5,13,23,31,12,12,12,5.2729,455.382600,523.783100,588.703200,5147.987300,5003.935500,4902.874200,0.100000,0.100000,0.100000
scenario_n100_l25_d0.20_instance01,5,18218,6,5,6,8,5,5,5,1.5063,105.263100,104.828600,105.657900,1048.536500,1053.102700,1048.048900,0.100000,0.100000,0.100000
scenario_n100_l25_d0.50_instance01,5,18218,2,3,5,8,3,3,3,2.32,196.408200,197.331100,200.243500,1985.853400,1979.224400,1978.342600,0.100000,0.100000,0.100000
scenario_n100_l25_d0.80_instance01,5,18218,2,3,5,8,3,3,3,3.9672,293.425200,301.690700,287.720700,2912.175600,2913.316500,2908.360300,0.100000,0.100000,0.100000
scenario_n100_l50_d0.20_instance01,5,18218,7,7,10,15,7,7,7,1.8249,134.091300,138.156300,144.755300,1381.625200,1385.185900,1370.450100,0.100000,0.100000,0.100000
scenario_n100_l50_d0.50_instance01,5,18218,4,5,10,14,5,5,5,3.0086,228.555300,238.114000,244.663900,2368.064200,2359.084800,2318.477600,0.100000,0.100000,0.100000
scenario_n100_l50_d0.80_instance01,5,18218,4,5,10,15,5,5,5,4.0977,320.895200,329.981500,335.054000,3279.737200,3267.962800,3254.698400,0.100000,0.100000,0.100000
scenario_n20_l20_d0.20_instance01,5,18218,8,8,8,9,8,8,8,0.3693,11.995000,12.127500,12.282700,120.973600,121.144000,121.149800,0.200000,0.100000,0.100000
scenario_n20_l20_d0.50_instance01,5,18218,5,4,4,5,4,4,4,0.3731,12.636100,12.913800,13.127400,128.138000,127.347800,127.010700,0.100000,0.100000,0.100000
scenario_n20_l20_d0.80_instance01,5,18218,4,4,5,6,4,4,4,0.4144,15.189900,15.791700,16.331600,156.243700,155.436000,155.192400,0.100000,0.100000,0.100000
scenario_n30_l30_d0.20_instance01,5,18218,9,9,8,9,9,8,8,0.6248,23.458900,23.725700,24.149200,238.144600,237.309800,236.622100,0.100000,0.300000,0.200000
scenario_n30_l30_d0.50_instance01,5,18218,5,4,6,8,4,4,4,0.619,25.785900,30.674100,29.080700,269.993500,268.475500,266.727800,0.100000,0.100000,0.100000
scenario_n30_l30_d0.80_instance01,5,18218,3,4,6,8,3,3,3,0.7052,31.871500,33.377300,35.322000,347.926600,329.944800,327.741800,0.100000,0.100000,0.100000
scenario_n40_l40_d0.20_instance01,5,18218,12,11,11,13,11,11,11,1.0838,39.353800,40.621000,41.631300,403.483600,404.037700,402.107100,0.100000,0.100000,0.100000
scenario_n40_l40_d0.50_instance01,5,18218,5,5,7,10,5,5,5,1.0292,46.554900,49.266700,53.721900,491.224200,487.028700,477.493900,0.100000,0.100000,0.100000
scenario_n40_l40_d0.80_instance01,5,18218,4,4,7,11,4,4,4,1.0813,53.873000,57.258700,61.201300,561.537700,557.985500,553.179500,0.100000,0.100000,0.100000
scenario_n500_l125_d0.20_instance01,5,18218,18,NA,NA,NA,NA,NA,NA,28.6809,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l125_d0.50_instance01,5,18218,7,NA,NA,NA,NA,NA,NA,78.6256,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l125_d0.80_instance01,5,18218,3,NA,NA,NA,NA,NA,NA,143.73,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.20_instance01,5,18218,25,NA,NA,NA,NA,NA,NA,37.4798,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.50_instance01,5,18218,11,NA,NA,NA,NA,NA,NA,82.1994,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.80_instance01,5,18218,6,NA,NA,NA,NA,NA,NA,142.319,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.20_instance01,5,18218,28,NA,NA,NA,NA,NA,NA,48.1931,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.50_instance01,5,18218,16,NA,NA,NA,NA,NA,NA,90.5685,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.80_instance01,5,18218,6,NA,NA,NA,NA,NA,NA,142.112,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.20_instance01,5,18218,33,NA,NA,NA,NA,NA,NA,60.5048,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.50_instance01,5,18218,17,NA,NA,NA,NA,NA,NA,96.4815,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.80_instance01,5,18218,8,NA,NA,NA,NA,NA,NA,148.986,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.20_instance01,5,18218,41,NA,NA,NA,NA,NA,NA,83.1704,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.50_instance01,5,18218,18,NA,NA,NA,NA,NA,NA,102.595,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.80_instance01,5,18218,10,NA,NA,NA,NA,NA,NA,156.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n50_l12_d0.20_instance01,5,18218,4,4,4,4,4,4,4,0.5396,25.416400,25.426600,25.277800,250.397700,249.759100,249.962000,0.100000,0.100000,0.200000
scenario_n50_l12_d0.50_instance01,5,18218,2,2,3,4,2,2,2,0.8168,40.505500,40.581000,40.770300,406.563900,405.783400,404.797800,0.100000,0.100000,0.100000
scenario_n50_l12_d0.80_instance01,5,18218,2,2,3,4,2,2,2,0.9665,56.241400,55.937100,56.537100,561.608200,575.640200,561.847300,0.100000,0.100000,0.100000
scenario_n50_l25_d0.20_instance01,5,18218,6,6,6,8,6,6,6,0.7564,34.865300,34.747100,34.656000,355.152100,342.477900,343.473600,0.200000,0.200000,0.100000
scenario_n50_l25_d0.50_instance01,5,18218,4,4,5,8,4,4,4,0.9809,50.245600,51.313500,52.329700,510.884000,507.675900,506.486500,0.100000,0.100000,0.100000
scenario_n50_l25_d0.80_instance01,5,18218,3,3,5,8,3,3,3,1.1067,66.036100,67.343900,68.700200,668.030000,667.173000,664.858000,0.100000,0.100000,0.100000
scenario_n50_l50_d0.20_instance01,5,18218,10,10,10,14,10,10,10,1.2685,58.083900,62.056300,66.264500,616.295300,613.951400,609.183000,0.100000,0.100000,0.100000
